Date,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07,sur_refl_raz,sur_refl_qc_500m,sur_refl_day_of_year,sur_refl_vzen,sur_refl_state_500m,sur_refl_szen,real_date,red,nir1,blue,green,nir2,swir1,swir2,NDVI,EVI,LSWI,NDSI,NDWI1200,sur_refl_state_500m,MOD35 cloud,cloud shadow,land/water flag,aerosol quantity,cirrus detected,internal cloud algorithm flag,internal fire algorithm flag,MOD35 snow/ice flag,Pixel is adjacent to cloud,BRDF correction performed,internal snow algorithm flag,Bad observation,Gap_fill_applied,GF_NDVI,GF_EVI,GF_LSWI,GF_NDSI,GF_NDWI1200
2011/01/09,1147,2239,548,764,3315,3333,1840,11634,1073741824,9,3143,136,6113,2011/01/09,0.1147,0.2239,0.0548,0.0764,0.3315,0.3333,0.184,0.322504430006,0.181866631137,-0.196338837042,-0.627044178667,-0.193734245589,0000000010001000,clear,no,land,average,none,no cloud,no fire,no,no,no,no,No,No,0.322504430006,0.181866631137,-0.196338837042,-0.627044178667,-0.193734245589
2011/01/17,1480,2531,716,1061,2589,690,255,-5574,1073741824,20,157,74,6054,2011/01/20,0.148,0.2531,0.0716,0.1061,0.2589,0.069,0.0255,0.262029419097,0.163799015024,0.571561626824,0.211878926328,-0.011328125,0000000001001010,mixed,no,land,low,none,no cloud,no fire,no,no,no,no,Yes,Yes,0.31082755316,0.169990942011,-0.205060718731,-0.615736482892,-0.212681076283
2011/01/25,1114,2065,495,786,3310,3188,2090,12040,1073741824,27,1044,72,5863,2011/01/27,0.1114,0.2065,0.0495,0.0786,0.331,0.3188,0.209,0.299150676313,0.158115252885,-0.213782600419,-0.604428787116,-0.231627906977,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.299150676313,0.158115252885,-0.213782600419,-0.604428787116,-0.231627906977
2011/02/02,1385,2506,607,991,3919,3566,2459,-5367,1073741824,38,2391,72,5719,2011/02/07,0.1385,0.2506,0.0607,0.0991,0.3919,0.3566,0.2459,0.28810074531,0.172318381652,-0.174571805007,-0.565064735572,-0.219922178988,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.28810074531,0.172318381652,-0.174571805007,-0.565064735572,-0.219922178988
2011/02/10,1560,2792,642,1072,4120,3813,2355,-5227,1073741824,47,3346,74,5500,2011/02/16,0.156,0.2792,0.0642,0.1072,0.412,0.3813,0.2355,0.283088235294,0.177654726885,-0.15457986374,-0.56110542477,-0.19212962963,0000000001001010,mixed,no,land,low,none,no cloud,no fire,no,no,no,no,Yes,Yes,0.288806434589,0.165857447276,-0.198455740417,-0.580003632154,-0.208688362221
2011/02/18,1216,2207,528,881,3293,3469,2161,-4102,1073741824,52,115,72,5164,2011/02/21,0.1216,0.2207,0.0528,0.0881,0.3293,0.3469,0.2161,0.289512123868,0.1593965129,-0.222339675828,-0.594942528736,-0.197454545455,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.289512123868,0.1593965129,-0.222339675828,-0.594942528736,-0.197454545455
2011/02/26,1131,2080,475,808,3355,3206,2108,12432,1073741824,59,1080,72,4859,2011/02/28,0.1131,0.208,0.0475,0.0808,0.3355,0.3206,0.2108,0.295546558704,0.155029895122,-0.213015512675,-0.597409068261,-0.234590616375,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.295546558704,0.155029895122,-0.213015512675,-0.597409068261,-0.234590616375
2011/03/06,1167,2069,531,852,3318,3113,1915,-6287,1073741824,68,104,72,4568,2011/03/09,0.1167,0.2069,0.0531,0.0852,0.3318,0.3113,0.1915,0.278739184178,0.149451569076,-0.201466615206,-0.570239596469,-0.231854464451,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.278739184178,0.149451569076,-0.201466615206,-0.570239596469,-0.231854464451
2011/03/14,1371,2457,643,1027,3502,3693,2110,-4809,1073741824,79,3346,72,4326,2011/03/20,0.1371,0.2457,0.0643,0.1027,0.3502,0.3693,0.211,0.283699059561,0.171179975411,-0.200975609756,-0.564830508475,-0.175364994127,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.283699059561,0.171179975411,-0.200975609756,-0.564830508475,-0.175364994127
2011/03/22,1112,2008,511,809,3195,3189,2052,12463,1073741824,82,2183,72,3910,2011/03/23,0.1112,0.2008,0.0511,0.0809,0.3195,0.3189,0.2052,0.287179487179,0.150867149352,-0.227246488359,-0.595297648824,-0.228137612916,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.287179487179,0.150867149352,-0.227246488359,-0.595297648824,-0.228137612916
2011/03/30,1079,1994,480,820,3217,3236,2158,12868,1073741824,91,1053,72,3611,2011/04/01,0.1079,0.1994,0.048,0.082,0.3217,0.3236,0.2158,0.297754637162,0.153853914447,-0.237476099426,-0.595660749507,-0.234695835732,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.297754637162,0.153853914447,-0.237476099426,-0.595660749507,-0.234695835732
2011/04/07,1301,2474,586,1007,3741,3755,2398,-4426,1073741824,102,2390,72,3395,2011/04/12,0.1301,0.2474,0.0586,0.1007,0.3741,0.3755,0.2398,0.310728476821,0.184608120869,-0.205650987317,-0.577068458631,-0.203861625101,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.310728476821,0.184608120869,-0.205650987317,-0.577068458631,-0.203861625101
2011/04/15,1295,2688,632,1030,6385,3863,2443,-3831,1075576832,106,5430,72,3580,2011/04/16,0.1295,0.2688,0.0632,0.103,0.6385,0.3863,0.2443,0.349736379613,0.221561267337,-0.179361929476,-0.578990394441,-0.407472721261,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.349736379613,0.221561267337,-0.179361929476,-0.578990394441,-0.407472721261
2011/04/23,1156,2389,575,966,-2,3525,2123,-3993,1075576833,118,2372,72,2880,2011/04/28,0.1156,0.2389,0.0575,0.0966,-0.0002,0.3525,0.2123,0.347813822285,0.20532889259,-0.192086574231,-0.569806279225,1.00167574361,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.347813822285,0.20532889259,-0.192086574231,-0.569806279225,1.00167574361
2011/05/01,1063,2309,483,865,3446,3240,2145,13393,1073741824,123,1089,72,2523,2011/05/03,0.1063,0.2309,0.0483,0.0865,0.3446,0.324,0.2145,0.369513641756,0.206777523316,-0.167777978014,-0.57856272838,-0.197567332754,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.369513641756,0.206777523316,-0.167777978014,-0.57856272838,-0.197567332754
2011/05/09,1026,2548,499,898,3644,3341,2095,-687,1073741824,132,113,72,2373,2011/05/12,0.1026,0.2548,0.0499,0.0898,0.3644,0.3341,0.2095,0.425853385562,0.254319419844,-0.134657836645,-0.576315168672,-0.177002583979,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.425853385562,0.254319419844,-0.134657836645,-0.576315168672,-0.177002583979
2011/05/17,1024,2698,454,918,3729,3219,1950,-3615,1073741824,141,1277,72,2287,2011/05/21,0.1024,0.2698,0.0454,0.0918,0.3729,0.3219,0.195,0.449758194519,0.271101898037,-0.0880513773872,-0.556200145033,-0.16041699082,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.449758194519,0.271101898037,-0.0880513773872,-0.556200145033,-0.16041699082
2011/05/25,954,2409,461,840,3355,3137,2112,13845,1073741824,146,2182,72,1978,2011/05/26,0.0954,0.2409,0.0461,0.084,0.3355,0.3137,0.2112,0.432649420161,0.247862083064,-0.131265777137,-0.577571033442,-0.164122137405,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.432649420161,0.247862083064,-0.131265777137,-0.577571033442,-0.164122137405
2011/06/02,1170,3046,615,1062,3991,3584,2316,-2861,1073741824,157,1305,72,2129,2011/06/06,0.117,0.3046,0.0615,0.1062,0.3991,0.3584,0.2316,0.444971537002,0.303491118517,-0.0811463046757,-0.542832544124,-0.134290180475,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.444971537002,0.303491118517,-0.0811463046757,-0.542832544124,-0.134290180475
2011/06/10,1016,2775,517,928,3721,3325,2055,-1080,1073741824,164,157,72,2018,2011/06/13,0.1016,0.2775,0.0517,0.0928,0.3721,0.3325,0.2055,0.463993669217,0.29329376063,-0.0901639344262,-0.563602163179,-0.145628078818,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.463993669217,0.29329376063,-0.0901639344262,-0.563602163179,-0.145628078818
2011/06/18,878,2731,448,851,3545,2927,1646,14647,1073741824,171,1036,72,1934,2011/06/20,0.0878,0.2731,0.0448,0.0851,0.3545,0.2927,0.1646,0.513438625658,0.316449211012,-0.0346412159774,-0.549497088407,-0.129700446144,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.513438625658,0.316449211012,-0.0346412159774,-0.549497088407,-0.129700446144
2011/06/26,1180,2898,597,1011,3944,3515,2165,-162,1073741824,180,136,72,2067,2011/06/29,0.118,0.2898,0.0597,0.1011,0.3944,0.3515,0.2165,0.4212849436,0.277087835876,-0.0962108217683,-0.553247901016,-0.152879275066,0000000001001000,clear,no,land,low,none,no cloud,no fire,no,no,no,no,No,No,0.4212849436,0.277087835876,-0.0962108217683,-0.553247901016,-0.152879275066
2011/07/04,1295,3153,647,1095,4262,3852,2390,-2684,1073741824,189,1287,74,2243,2011/07/08,0.1295,0.3153,0.0647,0.1095,0.4262,0.3852,0.239,0.417715827338,0.289038922249,-0.0997858672377,-0.557307459066,-0.149561699258,0000000001001010,mixed,no,land,low,none,no cloud,no fire,no,no,no,no,Yes,NA,0.417715827338,0.289038922249,-0.0997858672377,-0.557307459066,-0.149561699258
